from	to	what	count	class	examples	in_ledger
sql-exec	sql-codegen	src/sql/engine/ob_operator_factory.h	2	upward-named	src/sql/engine/ob_operator.cpp:20 -> src/sql/engine/ob_operator_factory.h: (include); src/sql/engine/ob_physical_plan.cpp:20 -> src/sql/engine/ob_operator_factory.h: (include)	no
sql-exec	sql	src/query/api/query/ob_sql_define.h	2	upward-named	src/query/api/query/engine/ob_operator.h:29 -> src/query/api/query/ob_sql_define.h: (include); src/sql/engine/basic/chunk_store/ob_compact_block_writer.h:29 -> src/sql/ob_sql_define.h: (include)	no
sql-exec	sql	src/sql/executor/ob_executor.h	1	upward-named	src/sql/engine/ob_physical_plan.h:28 -> src/sql/executor/ob_executor.h: (include)	no
sql-exec	sql	src/sql/executor/ob_sql_executor_ctx.h	1	upward-named	src/sql/engine/ob_exec_context.h:25 -> src/sql/executor/ob_sql_executor_ctx.h: (include)	no
sql-exec	sql	src/sql/monitor/ob_exec_stat.h	1	upward-named	src/sql/engine/ob_exec_context.h:27 -> src/sql/monitor/ob_exec_stat.h: (include)	no
sql-exec	sql	src/sql/monitor/ob_exec_stat_collector.h	1	upward-named	src/sql/engine/ob_exec_context.h:28 -> src/sql/monitor/ob_exec_stat_collector.h: (include)	no
sql-exec	sql	src/sql/monitor/ob_phy_operator_stats.h	1	upward-named	src/sql/engine/ob_physical_plan.h:33 -> src/sql/monitor/ob_phy_operator_stats.h: (include)	no
sql-exec	sql	src/sql/monitor/ob_plan_info_manager.h	1	upward-named	src/sql/engine/ob_physical_plan.h:34 -> src/sql/monitor/ob_plan_info_manager.h: (include)	no
sql-exec	sql	src/sql/monitor/ob_sql_plan.h	1	upward-named	src/sql/engine/ob_physical_plan.cpp:23 -> src/sql/monitor/ob_sql_plan.h: (include)	no
sql-exec	sql	src/sql/ob_sql_context.h	1	upward-named	src/sql/engine/ob_physical_plan.h:24 -> src/sql/ob_sql_context.h: (include)	no
sql-exec	sql	src/sql/ob_sql_trans_control.h	1	upward-named	src/sql/engine/ob_exec_context.h:29 -> src/sql/ob_sql_trans_control.h: (include)	no
sql-exec	sql	src/sql/plan_cache/ob_adaptive_auto_dop.h	1	upward-named	src/sql/engine/ob_exec_context.h:37 -> src/sql/plan_cache/ob_adaptive_auto_dop.h: (include)	no
sql-exec	sql	src/sql/plan_cache/ob_cache_object.h	1	upward-named	src/sql/engine/ob_physical_plan.h:31 -> src/sql/plan_cache/ob_cache_object.h: (include)	no
sql-exec	sql	src/sql/plan_cache/ob_param_value_formatter.cpp	1	upward-named	src/query/api/query/protocol/ob_mysql_protocol_util.h:36 -> src/sql/plan_cache/ob_param_value_formatter.cpp:32 (link)	no
sql-exec	sql	src/sql/plan_cache/ob_plan_cache_util.h	2	upward-named	src/sql/engine/ob_physical_plan.h:30 -> src/sql/plan_cache/ob_plan_cache_util.h: (include); src/sql/engine/ob_physical_plan_ctx.h:27 -> src/sql/plan_cache/ob_plan_cache_util.h: (include)	no
sql-exec	pl	src/sql/pl/ob_pl_package_guard.h	1	upward-named	src/sql/engine/ob_exec_context.h:33 -> src/sql/pl/ob_pl_package_guard.h: (include)	no
sql-exec	sql-nio	rust/sql-nio/include/nio.h	1	upward-unnamed	src/query/api/query/protocol/ob_mysql_rust_row.h:21 -> rust/sql-nio/include/nio.h (generated by rust/sql-nio/build.rs) (rust-header)	no
sql-expr	sql-das	src/sql/das/ob_das_scan_op.h	1	upward-named	src/sql/engine/expr/ob_expr_doc_id.h:21 -> src/sql/das/ob_das_scan_op.h: (include)	no
sql-expr	sql-engine	src/sql/engine/aggregate/ob_aggregate_processor.h	2	upward-named	src/sql/engine/expr/ob_expr_estimate_ndv.cpp:19 -> src/sql/engine/aggregate/ob_aggregate_processor.h: (include); src/sql/resolver/expr/ob_raw_expr_deduce_type.cpp:21 -> src/sql/engine/aggregate/ob_aggregate_processor.h: (include)	no
sql-expr	sql-engine	src/sql/engine/dml/ob_dml_ctx_define.h	1	upward-named	src/sql/engine/expr/ob_expr_doc_id.h:22 -> src/sql/engine/dml/ob_dml_ctx_define.h: (include)	no
sql-expr	sql-engine	src/sql/engine/px/ob_px_bloom_filter.h	1	upward-named	src/sql/engine/expr/ob_expr_join_filter.h:20 -> src/sql/engine/px/ob_px_bloom_filter.h: (include)	no
sql-expr	sql-engine	src/sql/engine/px/p2p_datahub/ob_p2p_dh_mgr.h	2	upward-named	src/sql/engine/expr/ob_expr_join_filter.cpp:20 -> src/sql/engine/px/p2p_datahub/ob_p2p_dh_mgr.h: (include); src/sql/engine/expr/ob_expr_topn_filter.cpp:20 -> src/sql/engine/px/p2p_datahub/ob_p2p_dh_mgr.h: (include)	no
sql-expr	sql-engine	src/sql/engine/px/p2p_datahub/ob_p2p_dh_share_info.h	2	upward-named	src/sql/engine/expr/ob_expr_join_filter.h:21 -> src/sql/engine/px/p2p_datahub/ob_p2p_dh_share_info.h: (include); src/sql/engine/expr/ob_expr_topn_filter.h:20 -> src/sql/engine/px/p2p_datahub/ob_p2p_dh_share_info.h: (include)	no
sql-expr	sql-engine	src/sql/engine/px/p2p_datahub/ob_pushdown_topn_filter_msg.h	1	upward-named	src/sql/engine/expr/ob_expr_topn_filter.h:21 -> src/sql/engine/px/p2p_datahub/ob_pushdown_topn_filter_msg.h: (include)	no
sql-expr	sql-engine	src/sql/engine/sort/ob_base_sort.h	1	upward-named	src/sql/engine/expr/ob_sql_expression.h:27 -> src/sql/engine/sort/ob_base_sort.h: (include)	no
sql-expr	sql-engine	src/sql/engine/subquery/ob_subplan_filter_op.h	4	upward-named	src/sql/engine/expr/ob_expr_cast.cpp:22 -> src/sql/engine/subquery/ob_subplan_filter_op.h: (include); src/sql/engine/expr/ob_expr_in.cpp:21 -> src/sql/engine/subquery/ob_subplan_filter_op.h: (include); src/sql/engine/expr/ob_expr_operator.cpp:25 -> src/sql/engine/subquery/ob_subplan_filter_op.h: (include)	no
sql-expr	sql-parser	src/sql/parser/ob_item_type_str.h	1	upward-named	src/sql/engine/expr/ob_sql_expression.cpp:20 -> src/sql/parser/ob_item_type_str.h: (include)	no
sql-expr	sql-parser	src/sql/parser/ob_parser.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr_deduce_type.cpp:24 -> src/sql/parser/ob_parser.h: (include)	no
sql-expr	sql-resolver	src/sql/resolver/ddl/ob_explain_stmt.h	1	upward-named	src/sql/engine/expr/ob_expr_and.cpp:19 -> src/sql/resolver/ddl/ob_explain_stmt.h: (include)	no
sql-expr	sql-resolver	src/sql/resolver/ddl/ob_fts_index_builder_util.h	1	upward-named	src/sql/engine/expr/ob_expr_tokenize.cpp:29 -> src/sql/resolver/ddl/ob_fts_index_builder_util.h: (include)	no
sql-expr	sql-resolver	src/sql/resolver/ddl/ob_vec_index_builder_util.h	1	upward-named	src/sql/engine/expr/ob_expr_vec_ivf_pq_center_ids.cpp:26 -> src/sql/resolver/ddl/ob_vec_index_builder_util.h: (include)	no
sql-expr	sql-resolver	src/sql/resolver/dml/ob_select_resolver.h	1	upward-named	src/sql/engine/expr/ob_expr_json_object.h:21 -> src/sql/resolver/dml/ob_select_resolver.h: (include)	no
sql-expr	sql-resolver	src/sql/resolver/ob_resolver_utils.h	4	upward-named	src/sql/engine/expr/ob_expr_func_part_hash.cpp:19 -> src/sql/resolver/ob_resolver_utils.h: (include); src/sql/engine/expr/ob_expr_json_query.cpp:20 -> src/sql/resolver/ob_resolver_utils.h: (include); src/sql/engine/expr/ob_expr_mysql_proc_info.cpp:27 -> src/sql/resolver/ob_resolver_utils.h: (include)	no
sql-expr	sql	src/query/api/query/ob_sql_define.h	4	upward-named	src/sql/engine/expr/ob_expr_calc_partition_id.h:22 -> src/sql/ob_sql_define.h: (include); src/sql/engine/expr/ob_expr_encode_sortkey.h:22 -> src/sql/ob_sql_define.h: (include); src/sql/engine/expr/ob_expr_join_filter.h:22 -> src/sql/ob_sql_define.h: (include)	no
sql-expr	sql	src/sql/ob_query_retry_ctrl.h	1	upward-named	src/sql/engine/expr/ob_pl_expr_subquery.cpp:20 -> src/sql/ob_query_retry_ctrl.h: (include)	no
sql-expr	sql	src/sql/ob_spi.h	5	upward-named	src/sql/engine/expr/ob_expr_json_func_helper.cpp:22 -> src/sql/ob_spi.h: (include); src/sql/engine/expr/ob_expr_mysql_proc_info.cpp:23 -> src/sql/ob_spi.h: (include); src/sql/engine/expr/ob_expr_pl_associative_index.cpp:19 -> src/sql/ob_spi.h: (include)	no
sql-expr	sql	src/sql/plan_cache/ob_sql_parameterization.h	1	upward-named	src/sql/engine/expr/ob_expr_statement_digest.cpp:20 -> src/sql/plan_cache/ob_sql_parameterization.h: (include)	no
sql-expr	sql	src/sql/tablelock/ob_lock_func_executor.h	1	upward-named	src/sql/engine/expr/ob_expr_lock_func.cpp:21 -> src/sql/tablelock/ob_lock_func_executor.h: (include)	no
sql-expr	pl	src/sql/pl/ob_pl.h	5	upward-named	src/sql/engine/expr/ob_expr_get_subprogram_var.cpp:21 -> src/sql/pl/ob_pl.h: (include); src/sql/engine/expr/ob_expr_in.cpp:22 -> src/sql/pl/ob_pl.h: (include); src/sql/engine/expr/ob_expr_json_utils.cpp:18 -> src/sql/pl/ob_pl.h: (include)	no
sql-expr	pl	src/sql/pl/ob_pl_package.h	2	upward-named	src/sql/engine/expr/ob_expr_collection_construct.cpp:20 -> src/sql/pl/ob_pl_package.h: (include); src/sql/engine/expr/ob_expr_get_package_var.cpp:21 -> src/sql/pl/ob_pl_package.h: (include)	no
sql-expr	pl	src/sql/pl/ob_pl_resolver.h	5	upward-named	src/sql/engine/expr/ob_expr_cast.cpp:23 -> src/sql/pl/ob_pl_resolver.h: (include); src/sql/engine/expr/ob_expr_obj_access.cpp:19 -> src/sql/pl/ob_pl_resolver.h: (include); src/sql/engine/expr/ob_expr_object_construct.cpp:20 -> src/sql/pl/ob_pl_resolver.h: (include)	no
sql-expr	pl	src/sql/pl/ob_pl_stmt.h	3	upward-named	src/sql/engine/expr/ob_expr_get_mysql_routine_parameter_type_str.cpp:20 -> src/sql/pl/ob_pl_stmt.h: (include); src/sql/engine/expr/ob_expr_mysql_proc_info.cpp:24 -> src/sql/pl/ob_pl_stmt.h: (include); src/sql/engine/expr/ob_expr_udf.cpp:21 -> src/sql/pl/ob_pl_stmt.h: (include)	no
sql-expr	observer	src/oblib/rpc/obmysql/ob_sql_nio_server.h	1	upward-named	src/sql/engine/expr/ob_expr_mysql_port.cpp:19 -> src/oblib/rpc/obmysql/ob_sql_nio_server.h: (include)	no
sql-expr	x-dropped	src/oblib/easy/include/easy_define.h	1	uses-dropped	src/sql/engine/expr/ob_expr_regexp_context.h:19 -> src/oblib/easy/include/easy_define.h: (include)	no
sql-expr	x-dropped	src/oblib/easy/util/easy_string.h	1	uses-dropped	src/sql/engine/expr/ob_expr_json_search.cpp:19 -> src/oblib/easy/util/easy_string.h: (include)	no
sql-das	sql-engine	src/sql/dtl/ob_dtl_task.h	1	upward-named	src/sql/das/ob_das_utils.h:22 -> src/sql/dtl/ob_dtl_task.h: (include)	no
sql-das	sql-engine	src/sql/engine/dml/ob_dml_ctx_define.h	2	upward-named	src/sql/das/ob_das_context.h:24 -> src/sql/engine/dml/ob_dml_ctx_define.h: (include); src/sql/das/ob_das_parallel_handler.h:20 -> src/sql/engine/dml/ob_dml_ctx_define.h: (include)	no
sql-das	sql-engine	src/sql/engine/dml/ob_dml_service.h	8	upward-named	src/sql/das/ob_das_delete_op.cpp: -> src/sql/engine/dml/ob_dml_service.h: (definition); src/sql/das/ob_das_delete_op.cpp:22 -> src/sql/engine/dml/ob_dml_service.h: (include); src/sql/das/ob_das_dml_ctx_define.cpp:22 -> src/sql/engine/dml/ob_dml_service.h: (include)	no
sql-das	sql-engine	src/sql/engine/px/ob_dfo.h	1	upward-named	src/sql/das/ob_das_update_op.cpp:23 -> src/sql/engine/px/ob_dfo.h: (include)	no
sql-das	sql-engine	src/sql/engine/px/ob_granule_util.h	1	upward-named	src/sql/optimizer/ob_table_location.h:30 -> src/sql/engine/px/ob_granule_util.h: (include)	no
sql-das	sql-engine	src/sql/engine/px/ob_px_sqc_handler.h	1	upward-named	src/sql/das/ob_das_simple_op.cpp:22 -> src/sql/engine/px/ob_px_sqc_handler.h: (include)	no
sql-das	sql-engine	src/sql/engine/sort/ob_sort_basic_info.h	1	upward-named	src/sql/das/ob_das_attach_define.h:21 -> src/sql/engine/sort/ob_sort_basic_info.h: (include)	no
sql-das	sql-engine	src/sql/engine/sort/ob_sort_op_impl.h	1	upward-named	src/sql/das/iter/ob_das_sort_iter.h:21 -> src/sql/engine/sort/ob_sort_op_impl.h: (include)	no
sql-das	sql-engine	src/sql/engine/table/ob_index_lookup_op_impl.h	1	upward-named	src/sql/das/ob_das_scan_op.h:24 -> src/sql/engine/table/ob_index_lookup_op_impl.h: (include)	no
sql-das	sql-engine	src/sql/engine/table/ob_table_scan_op.h	1	upward-named	src/sql/das/iter/ob_das_iter_utils.h:34 -> src/sql/engine/table/ob_table_scan_op.h: (include)	no
sql-das	sql-resolver	src/sql/resolver/ddl/ob_fts_index_builder_util.h	1	upward-named	src/sql/das/ob_domain_id.cpp:23 -> src/sql/resolver/ddl/ob_fts_index_builder_util.h: (include)	no
sql-das	sql-resolver	src/sql/resolver/ddl/ob_vec_index_builder_util.h	1	upward-named	src/sql/das/iter/ob_das_ivf_scan_iter.cpp:24 -> src/sql/resolver/ddl/ob_vec_index_builder_util.h: (include)	no
sql-das	sql-resolver	src/sql/resolver/dml/ob_delete_resolver.h	1	upward-named	src/sql/optimizer/ob_table_location.cpp:20 -> src/sql/resolver/dml/ob_delete_resolver.h: (include)	no
sql-das	sql-rewrite	src/sql/rewrite/ob_query_range_define.h	2	upward-named	src/sql/das/ob_das_scan_op.h:26 -> src/sql/rewrite/ob_query_range_define.h: (include); src/sql/optimizer/ob_table_location.h:22 -> src/sql/rewrite/ob_query_range_define.h: (include)	no
sql-das	sql-rewrite	src/sql/rewrite/ob_transform_utils.h	1	upward-named	src/sql/optimizer/ob_table_location.cpp:25 -> src/sql/rewrite/ob_transform_utils.h: (include)	no
sql-das	sql-optimizer	src/sql/optimizer/ob_join_order.h	3	upward-named	src/sql/das/iter/ob_das_index_merge_iter.h:21 -> src/sql/optimizer/ob_join_order.h: (include); src/sql/das/ob_das_attach_define.h:22 -> src/sql/optimizer/ob_join_order.h: (include); src/sql/das/ob_das_vec_define.h:21 -> src/sql/optimizer/ob_join_order.h: (include)	no
sql-das	sql-optimizer	src/sql/optimizer/ob_log_plan.h	1	upward-named	src/sql/optimizer/ob_table_location.cpp:23 -> src/sql/optimizer/ob_log_plan.h: (include)	no
sql-das	sql-optimizer	src/sql/optimizer/ob_phy_table_location_info.h	2	upward-named	src/sql/das/ob_das_context.cpp:24 -> src/sql/optimizer/ob_phy_table_location_info.h: (include); src/sql/optimizer/ob_table_location.h:29 -> src/sql/optimizer/ob_phy_table_location_info.h: (include)	no
sql-das	sql-codegen	src/sql/code_generator/ob_column_index_provider.h	1	upward-named	src/sql/optimizer/ob_table_location.h:28 -> src/sql/code_generator/ob_column_index_provider.h: (include)	no
sql-das	sql	src/sql/ob_phy_table_location.h	2	upward-named	src/sql/das/ob_das_define.h:24 -> src/sql/ob_phy_table_location.h: (include); src/sql/das/ob_das_utils.h:23 -> src/sql/ob_phy_table_location.h: (include)	no
sql-das	sql	src/sql/ob_query_retry_ctrl.h	2	upward-named	src/sql/das/ob_das_ref.cpp:22 -> src/sql/ob_query_retry_ctrl.h: (include); src/sql/das/ob_data_access_service.cpp:23 -> src/sql/ob_query_retry_ctrl.h: (include)	no
sql-das	sql	src/sql/ob_sql_context.h	2	upward-named	src/sql/das/ob_das_context.cpp:20 -> src/sql/ob_sql_context.h: (include); src/sql/das/ob_domain_id.cpp:22 -> src/sql/ob_sql_context.h: (include)	no
sql-das	pl	src/sql/pl/ob_pl.h	2	upward-named	src/sql/das/ob_das_define.cpp:19 -> src/sql/pl/ob_pl.h: (include); src/sql/das/ob_das_utils.cpp:22 -> src/sql/pl/ob_pl.h: (include)	no
sql-das	observer	src/query/api/query/vector/ob_vector_index_adaptor.h	1	upward-named	src/query/api/query/vector/ob_vector_index_service.h:20 -> src/query/api/query/vector/ob_vector_index_adaptor.h: (include)	no
sql-das	observer	src/query/api/query/vector/ob_vector_index_cache.h	1	upward-named	src/query/api/query/vector/ob_vector_index_service.h:21 -> src/query/api/query/vector/ob_vector_index_cache.h: (include)	no
sql-das	observer	src/query/api/query/vector/ob_vector_index_param.h	1	upward-named	src/sql/das/ob_das_vec_define.h:22 -> src/query/api/query/vector/ob_vector_index_param.h: (include)	no
sql-das	observer	src/query/api/query/vector/ob_vector_query_result.h	1	upward-named	src/sql/das/iter/ob_das_spiv_merge_iter.h:25 -> src/query/api/query/vector/ob_vector_query_result.h: (include)	no
sql-engine	sql-resolver	src/sql/resolver/cmd/ob_call_procedure_stmt.h	1	upward-named	src/sql/engine/prepare/ob_execute_executor.cpp:22 -> src/sql/resolver/cmd/ob_call_procedure_stmt.h: (include)	no
sql-engine	sql-resolver	src/sql/resolver/ddl/ob_fts_index_builder_util.h	2	upward-named	src/sql/engine/dml/ob_table_replace_op.cpp:17 -> src/sql/resolver/ddl/ob_fts_index_builder_util.h: (include); src/sql/engine/table/ob_table_scan_op.h:39 -> src/sql/resolver/ddl/ob_fts_index_builder_util.h: (include)	no
sql-engine	sql-resolver	src/sql/resolver/ob_resolver_utils.h	1	upward-named	src/sql/engine/user_defined_function/ob_pl_user_defined_agg_function.cpp:20 -> src/sql/resolver/ob_resolver_utils.h: (include)	no
sql-engine	sql-resolver	src/sql/resolver/prepare/ob_deallocate_stmt.h	1	upward-named	src/sql/engine/prepare/ob_deallocate_executor.cpp:19 -> src/sql/resolver/prepare/ob_deallocate_stmt.h: (include)	no
sql-engine	sql-resolver	src/sql/resolver/prepare/ob_prepare_stmt.h	1	upward-named	src/sql/engine/prepare/ob_prepare_executor.cpp:20 -> src/sql/resolver/prepare/ob_prepare_stmt.h: (include)	no
sql-engine	sql-rewrite	src/sql/rewrite/ob_range_generator.h	1	upward-named	src/sql/engine/table/ob_table_scan_op.h:40 -> src/sql/rewrite/ob_range_generator.h: (include)	no
sql-engine	sql-optimizer	src/query/api/query/optimizer/stat/ob_opt_column_stat.h	1	upward-named	src/sql/engine/opt_statistics/ob_optimizer_stats_gathering_op.h:25 -> src/sql/optimizer/stat/ob_opt_column_stat.h: (include)	no
sql-engine	sql-optimizer	src/query/api/query/optimizer/stat/ob_opt_osg_column_stat.h	1	upward-named	src/sql/engine/opt_statistics/ob_optimizer_stats_gathering_op.h:26 -> src/sql/optimizer/stat/ob_opt_osg_column_stat.h: (include)	no
sql-engine	sql-optimizer	src/query/api/query/optimizer/stat/ob_opt_table_stat.h	1	upward-named	src/sql/engine/opt_statistics/ob_optimizer_stats_gathering_op.h:24 -> src/sql/optimizer/stat/ob_opt_table_stat.h: (include)	no
sql-engine	sql-optimizer	src/query/api/query/optimizer/stat/ob_stat_define.h	1	upward-named	src/sql/engine/opt_statistics/ob_optimizer_stats_gathering_op.h:30 -> src/sql/optimizer/stat/ob_stat_define.h: (include)	no
sql-engine	sql-optimizer	src/sql/optimizer/ob_join_order.h	1	upward-named	src/sql/engine/table/ob_table_scan_op.h:23 -> src/sql/optimizer/ob_join_order.h: (include)	no
sql-engine	sql-optimizer	src/sql/optimizer/ob_opt_selectivity.h	1	upward-named	src/sql/engine/aggregate/ob_adaptive_bypass_ctrl.cpp:19 -> src/sql/optimizer/ob_opt_selectivity.h: (include)	no
sql-engine	sql-optimizer	src/sql/optimizer/stat/ob_basic_stats_estimator.h	1	upward-named	src/sql/engine/opt_statistics/ob_optimizer_stats_gathering_op.h:28 -> src/sql/optimizer/stat/ob_basic_stats_estimator.h: (include)	no
sql-engine	sql-optimizer	src/sql/optimizer/stat/ob_dbms_stats_executor.h	1	upward-named	src/sql/engine/opt_statistics/ob_optimizer_stats_gathering_op.h:29 -> src/sql/optimizer/stat/ob_dbms_stats_executor.h: (include)	no
sql-engine	sql-optimizer	src/sql/optimizer/stat/ob_dbms_stats_utils.h	1	upward-named	src/sql/engine/aggregate/ob_aggregate_processor.cpp:29 -> src/sql/optimizer/stat/ob_dbms_stats_utils.h: (include)	no
sql-engine	sql-optimizer	src/sql/optimizer/stat/ob_hybrid_hist_estimator.h	1	upward-named	src/sql/engine/aggregate/ob_aggregate_processor.cpp:28 -> src/sql/optimizer/stat/ob_hybrid_hist_estimator.h: (include)	no
sql-engine	sql-optimizer	src/sql/optimizer/stat/ob_topk_hist_estimator.h	1	upward-named	src/sql/engine/aggregate/ob_aggregate_processor.h:31 -> src/sql/optimizer/stat/ob_topk_hist_estimator.h: (include)	no
sql-engine	sql-codegen	src/query/api/query/engine/ob_operator_reg.h	1	upward-named	src/sql/engine/table/ob_table_scan_op.h:22 -> src/sql/engine/ob_operator_reg.h: (include)	no
sql-engine	sql	src/query/api/query/engine/cmd/ob_load_data_parser.h	3	upward-named	src/sql/engine/basic/ob_external_file_writer.h:23 -> src/sql/engine/cmd/ob_load_data_parser.h: (include); src/sql/engine/basic/ob_select_into_basic.h:21 -> src/sql/engine/cmd/ob_load_data_parser.h: (include); src/sql/engine/basic/ob_select_into_op.h:22 -> src/sql/engine/cmd/ob_load_data_parser.h: (include)	no
sql-engine	sql	src/query/api/query/ob_sql_define.h	6	upward-named	src/query/api/query/engine/px/ob_px_tablet_range.h:20 -> src/query/api/query/ob_sql_define.h: (include); src/sql/engine/px/ob_granule_util.h:23 -> src/sql/ob_sql_define.h: (include); src/sql/engine/px/ob_px_dtl_msg.h:34 -> src/sql/ob_sql_define.h: (include)	no
sql-engine	sql	src/sql/engine/cmd/ob_variable_set_executor.h	2	upward-named	src/sql/engine/basic/ob_select_into_op.cpp:23 -> src/sql/engine/cmd/ob_variable_set_executor.h: (include); src/sql/engine/prepare/ob_execute_executor.cpp:21 -> src/sql/engine/cmd/ob_variable_set_executor.h: (include)	no
sql-engine	sql	src/sql/executor/ob_worker_session_guard.h	2	upward-named	src/sql/engine/px/ob_px_local_sqc_launcher.cpp:23 -> src/sql/executor/ob_worker_session_guard.h: (include); src/sql/engine/px/ob_px_task_process.cpp:21 -> src/sql/executor/ob_worker_session_guard.h: (include)	no
sql-engine	sql	src/sql/monitor/ob_process_malloc_callback.h	1	upward-named	src/sql/engine/px/ob_px_task_process.cpp:30 -> src/sql/monitor/ob_process_malloc_callback.h: (include)	no
sql-engine	sql	src/sql/monitor/show_trace/ob_show_trace.h	1	upward-named	src/sql/engine/px/ob_dfo_scheduler.cpp:26 -> src/sql/monitor/show_trace/ob_show_trace.h: (include)	no
sql-engine	sql	src/sql/ob_scanner.h	2	upward-named	src/sql/dtl/ob_dtl_basic_channel.h:30 -> src/sql/ob_scanner.h: (include); src/sql/dtl/ob_dtl_local_channel.h:28 -> src/sql/ob_scanner.h: (include)	no
sql-engine	sql	src/sql/ob_spi.h	1	upward-named	src/sql/engine/dml/ob_trigger_handler.cpp:22 -> src/sql/ob_spi.h: (include)	no
sql-engine	sql	src/sql/ob_sql.h	5	upward-named	src/sql/engine/prepare/ob_execute_executor.cpp:20 -> src/sql/ob_sql.h: (include); src/sql/engine/prepare/ob_prepare_executor.cpp:21 -> src/sql/ob_sql.h: (include); src/sql/engine/px/ob_px_coord_op.cpp:21 -> src/sql/ob_sql.h: (include)	no
sql-engine	sql	src/sql/ob_sql_trans_control.h	2	upward-named	src/sql/engine/px/ob_px_sub_coord.h:32 -> src/sql/ob_sql_trans_control.h: (include); src/sql/engine/px/ob_sub_trans_ctrl.h:20 -> src/sql/ob_sql_trans_control.h: (include)	no
sql-engine	sql	src/sql/ob_sql_trans_util.h	1	upward-named	src/sql/engine/px/ob_px_dtl_msg.h:27 -> src/sql/ob_sql_trans_util.h: (include)	no
sql-engine	sql	src/sql/plan_cache/ob_param_value_formatter.h	1	upward-named	src/sql/engine/prepare/ob_execute_executor.cpp:23 -> src/sql/plan_cache/ob_param_value_formatter.h: (include)	no
sql-engine	sql	src/sql/plan_cache/ob_ps_cache.h	1	upward-named	src/sql/engine/prepare/ob_execute_executor.cpp:24 -> src/sql/plan_cache/ob_ps_cache.h: (include)	no
sql-engine	pl	src/sql/pl/ob_pl.h	2	upward-named	src/sql/engine/aggregate/ob_aggregate_processor.cpp:33 -> src/sql/pl/ob_pl.h: (include); src/sql/engine/dml/ob_dml_service.cpp:30 -> src/sql/pl/ob_pl.h: (include)	no
sql-engine	pl	src/sql/pl/ob_pl_resolver.h	1	upward-named	src/sql/engine/user_defined_function/ob_pl_user_defined_agg_function.cpp:19 -> src/sql/pl/ob_pl_resolver.h: (include)	no
sql-engine	pl	src/sql/pl/ob_pl_stmt.h	1	upward-named	src/sql/engine/dml/ob_trigger_handler.cpp:24 -> src/sql/pl/ob_pl_stmt.h: (include)	no
sql-engine	pl	src/sql/pl/parser/parse_stmt_item_type.h	1	upward-named	src/sql/engine/dml/ob_trigger_handler.h:22 -> src/sql/pl/parser/parse_stmt_item_type.h: (include)	no
sql-engine	observer	src/query/api/query/session/ob_inner_sql_connection_access.h	1	upward-named	src/sql/engine/dml/ob_table_modify_op.cpp:21 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include)	no
sql-engine	observer	src/share/ob_ex_rpc.h	1	upward-named	src/sql/engine/px/ob_dfo_scheduler.cpp:25 -> src/share/ob_ex_rpc.h: (include)	no
sql-parser	ob-schema	src/share/schema/ob_trigger_info.h	1	not-listed	src/sql/pl/parser/ob_pl_parser.h:22 -> src/share/schema/ob_trigger_info.h: (include)	no
sql-parser	sql	src/sql/plan_cache/ob_plan_cache_struct.h	1	upward-named	src/sql/parser/ob_fast_parser.h:26 -> src/sql/plan_cache/ob_plan_cache_struct.h: (include)	no
sql-parser	pl	src/sql/pl/ob_pl_resolver.h	1	upward-named	src/pl/parser/ob_pl_parser.cpp:19 -> src/pl/ob_pl_resolver.h: (include)	no
sql-parser	pl	src/sql/pl/parser/parse_stmt_node.h	1	upward-named	src/sql/pl/parser/ob_pl_parser.h:20 -> src/sql/pl/parser/parse_stmt_node.h: (include)	no
sql-resolver	sql-rewrite	src/sql/rewrite/ob_stmt_comparer.h	2	upward-named	src/sql/resolver/dml/ob_group_by_checker.cpp:20 -> src/sql/rewrite/ob_stmt_comparer.h: (include); src/sql/resolver/dml/ob_select_resolver.h:23 -> src/sql/rewrite/ob_stmt_comparer.h: (include)	no
sql-resolver	sql-rewrite	src/sql/rewrite/ob_transform_pre_process.h	2	upward-named	src/sql/resolver/ddl/ob_ddl_resolver.cpp:26 -> src/sql/rewrite/ob_transform_pre_process.h: (include); src/sql/resolver/dml/ob_inlist_resolver.cpp:22 -> src/sql/rewrite/ob_transform_pre_process.h: (include)	no
sql-resolver	sql-rewrite	src/sql/rewrite/ob_transform_utils.h	9	upward-named	src/sql/resolver/ddl/ob_create_table_resolver.cpp:21 -> src/sql/rewrite/ob_transform_utils.h: (include); src/sql/resolver/dml/ob_aggr_expr_push_up_analyzer.cpp:21 -> src/sql/rewrite/ob_transform_utils.h: (include); src/sql/resolver/dml/ob_del_upd_resolver.cpp:22 -> src/sql/rewrite/ob_transform_utils.h: (include)	no
sql-resolver	sql-optimizer	src/query/api/query/optimizer/stat/ob_stat_define.h	1	upward-named	src/sql/resolver/ddl/ob_analyze_stmt.h:21 -> src/sql/optimizer/stat/ob_stat_define.h: (include)	no
sql-resolver	sql-optimizer	src/sql/optimizer/ob_opt_est_utils.h	1	upward-named	src/sql/resolver/dml/ob_dml_resolver.cpp:24 -> src/sql/optimizer/ob_opt_est_utils.h: (include)	no
